ds,total,total/State 1,total/State 1/Zone P,total/State 1/Zone Q,total/State 1/Zone R,total/State 2,total/State 2/Zone P,total/State 2/Zone Q,total/State 2/Zone R,total/State 3,total/State 3/Zone P,total/State 3/Zone Q,total/State 3/Zone R
2023-06-20,42207.413192879416,12538.92180436402,3935.2611941627874,4325.95834687146,4277.702263329776,18844.741196089002,6028.001114801981,6552.405958672524,6264.334122614483,10823.750192426407,3611.9420829086994,3662.0982479070612,3549.7098616106446
2023-06-21,41370.13591567309,12300.38300288366,3765.7652611307226,4501.809716442575,4032.8080253103676,18991.405042992417,6759.028393678855,6344.561634540954,5887.815014772604,10078.347869797019,3372.504370594091,3019.223549934087,3686.619949268841
2023-06-22,40703.570351880706,12225.460422921211,3673.0546744168155,4498.547545130747,4053.858203373652,18932.324239199894,6514.996833449614,6700.249029331906,5717.078376418365,9545.785689759605,3256.21069325646,3060.0085245633436,3229.5664719397982
2023-06-23,44859.350189949306,13765.880035958204,4206.282957686216,4708.414705869286,4851.182372402704,20010.057822216168,7045.496252216495,6581.2889505956655,6383.272619403996,11083.412331774945,3789.49536675599,3581.1927301587234,3712.7242348602317
2023-06-24,46493.39002684383,14686.505497407425,4350.542464029978,5374.5144915498395,4961.448541827611,20150.92646556746,6826.912205441408,6689.346683590884,6634.667576535159,11655.958063868948,3957.071750536603,3652.14762277976,4046.7386905525814
2023-06-25,47427.031995900805,15311.706409208486,4899.826536296937,5138.691908763473,5273.18796414808,20493.744083331258,7183.3546081359855,6630.345413934279,6680.044061260985,11621.58150336106,3738.102274420682,3776.426648164523,4107.052580775855
2023-06-26,42034.47463573719,13813.240718527095,4187.988747298194,4980.1050182213,4645.146953007601,18551.51991698499,6252.494245161641,6167.629571192961,6131.396100630389,9669.714000225105,3316.0437939502285,3103.9074664031677,3249.762739871709
2023-06-27,43983.056432671874,14118.567584347402,4310.18701813695,4944.802908113636,4863.57765809682,18942.88303424692,6507.241372605678,5735.01259372305,6700.629067918179,10921.605814077562,3607.016160351644,3442.8457556436742,3871.7438980822435
2023-06-28,43246.477434239794,14037.300232072812,4473.74186493738,4831.004146857148,4732.554220278284,18511.423871941053,6274.601813464925,6011.75442469869,6225.067633777428,10697.753330225933,3522.2119855180927,3249.137475737238,3926.403868970598
2023-06-29,43504.42977838391,14434.999769636659,4563.949846510665,4770.774553294556,5100.275369831442,18197.515326617224,6053.879267342189,6090.191850526583,6053.444208748442,10871.914682130031,3462.5294320218118,3800.171087852123,3609.2141622560953
